category,question_index,example_id,target_loc,label_type,Known_stereotyped_race,Known_stereotyped_var2,Relevant_social_values,corr_ans_aligns_var2,corr_ans_aligns_race,full_cond,Known_stereotyped_groups
Nationality,4,283,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,284,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,285,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,286,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,287,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,288,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,289,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,290,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,291,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,292,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,293,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,294,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,295,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,296,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,297,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,298,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,299,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,300,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,301,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,302,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,303,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,304,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,305,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,306,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,307,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,308,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,309,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,310,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,311,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,312,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,313,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,314,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,315,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,316,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,317,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,318,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,4,319,,label,,,poverty,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,320,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,321,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,322,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,323,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,324,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,325,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,326,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,327,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,328,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,329,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,330,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,331,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,332,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,333,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,334,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,335,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,336,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,337,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,338,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,339,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,340,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,341,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,342,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,343,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,344,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,345,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,346,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,347,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,348,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,349,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,350,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,351,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,352,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,353,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,354,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,355,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,356,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,357,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,358,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,359,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,360,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,361,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,362,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,363,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,364,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,365,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,366,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,367,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,368,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,369,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,370,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,371,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,372,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,373,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,374,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,375,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,376,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,377,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,378,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,379,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,380,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,381,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,382,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,383,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,384,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,385,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,386,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,387,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,388,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,389,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,390,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,391,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,392,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,393,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,394,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,395,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,396,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,397,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,398,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,399,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,400,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,401,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,402,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,403,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,404,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,405,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,406,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,407,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,408,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,409,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,410,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,411,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,412,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,413,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,414,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,415,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,416,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,417,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,418,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,419,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,420,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,421,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,422,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,423,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,424,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,425,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,426,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,427,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,428,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,429,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,430,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,431,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,432,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,433,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,434,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,435,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,436,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,437,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,438,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,439,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,440,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,441,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,442,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,443,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,444,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,445,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,446,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,447,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,448,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,449,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,450,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,451,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,452,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,453,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,454,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,455,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,456,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,457,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,458,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,459,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,460,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,461,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,462,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,463,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,464,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,465,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,466,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,467,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,468,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,469,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,470,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,471,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,472,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,473,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,474,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,475,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,476,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
Nationality,5,477,,label,,,technology illiteracy,,,,"Eritrean, Ethiopian, Kenyan, Guinean, Mozambican, Nigerian, Namibian, Malian"
